Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
107,SWV-MAO-VLNK,1,SWV,SAWANTWADI R,00:00:00,10:25:00,0,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,SWV-MAO-VLNK,2,THVM,THIVIM,11:06:00,11:08:00,32,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,SWV-MAO-VLNK,3,KRMI,KARMALI,11:28:00,11:30:00,49,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,SWV-MAO-VLNK,4,MAO,MADGOAN JN.,12:10:00,00:00:00,78,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
108,VLNK-MAO-SWV,1,MAO,MADGOAN JN.,00:00:00,20:30:00,0,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,VLNK-MAO-SWV,2,KRMI,KARMALI,21:04:00,21:06:00,33,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,VLNK-MAO-SWV,3,THVM,THIVIM,21:26:00,21:28:00,51,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,VLNK-MAO-SWV,4,SWV,SAWANTWADI R,22:25:00,00:00:00,83,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
128,MAO-KOP SPEC,1,MAO,MADGOAN JN.,19:40:00,19:40:00,0,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,2,KRMI,KARMALI,20:18:00,20:20:00,33,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,3,THVM,THIVIM,20:40:00,20:42:00,51,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,4,SWV,SAWANTWADI R,21:16:00,21:18:00,83,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,5,KUDL,KUDAL,21:38:00,21:40:00,104,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,6,SNDD,SINDHU DURG,21:54:00,21:56:00,114,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,7,KKW,KANKAVALI,22:18:00,22:20:00,132,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,8,VBW,VAIBHAVWADI,22:40:00,22:42:00,163,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,9,RAJP,RAJAPUR ROAD,22:56:00,22:58:00,179,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,10,RN,RATNAGIRI,23:52:00,23:57:00,244,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,11,SGR,SANGMESHWAR,00:34:00,00:36:00,280,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,12,CHI,CHIPLUN,01:10:00,01:12:00,322,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,13,KHED,KHED,01:52:00,01:54:00,352,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,14,MNI,MANGAON,04:00:00,04:02:00,422,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,15,ROHA,ROHA,04:55:00,05:00:00,455,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,16,PNVL,PANVEL,06:20:00,06:25:00,532,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,17,KJT,KARJAT,07:40:00,07:45:00,560,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,18,LNL,LONAVLA,08:30:00,08:33:00,588,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,19,PUNE,PUNE JN.,10:30:00,10:45:00,652,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,20,STR,SATARA,13:42:00,13:45:00,797,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,21,MRJ,MIRAJ JN.,16:25:00,16:35:00,931,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,22,KOP,CHHATRAPATI,17:45:00,17:45:00,978,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
290,PALACE ON WH,1,DSJ,DELHI-SAFDAR,18:30:00,18:30:00,0,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,2,GADJ,GANDHINAGAR,03:45:00,07:45:00,306,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,3,JP,JAIPUR JN.,08:00:00,11:55:00,311,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,4,DPA,DURGAPURA,18:00:00,20:00:00,318,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,5,SWM,SAWAI MADHOP,04:45:00,08:40:00,442,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,6,COR,CHITTAURGARH,00:05:00,02:00:00,707,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,7,UDZ,UDAIPUR CITY,08:00:00,11:00:00,821,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,8,JSM,JAISALMER,09:15:00,13:00:00,1660,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,9,MDB,MANDOR,07:00:00,10:50:00,1951,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,10,FL,PHULERA JN.,22:00:00,22:55:00,2213,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,11,BTE,BHARATPUR JN,05:00:00,08:45:00,2455,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,12,IDH,IDGAH,11:00:00,11:30:00,2507,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,13,AGC,AGRA CANTT,19:00:00,19:30:00,2508,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,PALACE ON WH,14,DSJ,DELHI-SAFDAR,02:30:00,02:30:00,2694,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
401,BSB BHARATDA,1,AWB,AURANGABAD,21:30:00,21:30:00,0,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,2,MMR,MANMAD JN.,01:20:00,01:30:00,131,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,3,BSL,BHUSAVAL JN.,05:20:00,05:30:00,315,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,4,KNW,KHANDWA JN.,07:30:00,07:35:00,438,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,5,JHS,JHANSI JN,14:55:00,15:05:00,1003,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,6,CNB,KANPUR CENTR,19:10:00,19:15:00,1221,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,7,LKO,LUCKNOW JN.,23:50:00,23:55:00,1295,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,8,BBK,BARA BANKI J,01:15:00,01:20:00,1323,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,9,AY,AYODHYA,04:45:00,04:50:00,1430,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,10,SHG,SHAHGANJ JN.,07:10:00,07:15:00,1527,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,11,JNU,JAUNPUR JN.,08:00:00,08:05:00,1561,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB BHARATDA,12,BSB,VARANASI JN.,10:00:00,10:00:00,1618,AWB,AURANGABAD,BSB,VARANASI JN.
421,LKO-SVDK FTR,1,LKO,LUCKNOW JN.,23:00:00,23:00:00,0,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,LKO-SVDK FTR,2,FGR,FATEHGARH,03:03:00,03:30:00,207,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,LKO-SVDK FTR,3,KSJ,KASGANJ JN.,06:00:00,06:30:00,319,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,LKO-SVDK FTR,4,BE,BAREILLY JN.,09:42:00,09:47:00,456,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,LKO-SVDK FTR,5,SVDK,SHRI MATA VA,08:00:00,08:00:00,1276,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
422,SVDK-LKO FTR,1,SVDK,SHRI MATA VA,11:45:00,11:45:00,0,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,SVDK-LKO FTR,2,BE,BAREILLY JN.,03:25:00,03:30:00,820,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,SVDK-LKO FTR,3,KSJ,KASGANJ JN.,06:35:00,07:05:00,956,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,SVDK-LKO FTR,4,FGR,FATEHGARH,09:30:00,09:35:00,1069,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,SVDK-LKO FTR,5,LKO,LUCKNOW JN.,14:30:00,14:30:00,1277,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
477,FTR TRAIN NO,1,SSA,SIRSA,12:10:00,12:10:00,0,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,2,HSR,HISAR JN,13:55:00,14:25:00,81,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,3,BNW,BHIWANI JN.,15:55:00,16:20:00,141,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,4,ROK,ROHTAK JN.,17:38:00,17:40:00,189,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,5,DSJ,DELHI-SAFDAR,20:13:00,20:15:00,317,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,6,CNB,KANPUR CENTR,05:30:00,05:35:00,762,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,7,MGS,MUGHAL SARAI,12:40:00,12:50:00,1098,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,8,MGS,MUGHAL SARAI,16:10:00,16:20:00,1513,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,9,CNB,KANPUR CENTR,21:00:00,21:05:00,1850,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,10,DSJ,DELHI-SAFDAR,07:13:00,07:15:00,2299,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,11,ROK,ROHTAK JN.,09:43:00,09:45:00,2426,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,12,BNW,BHIWANI JN.,11:05:00,11:35:00,2474,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,13,HSR,HISAR JN,13:10:00,13:40:00,2534,SSA,SIRSA,SSA,SIRSA
477,FTR TRAIN NO,14,SSA,SIRSA,15:20:00,15:20:00,2616,SSA,SIRSA,SSA,SIRSA
502,RJPB-UMB FTR,1,RJPB,RAJENDRANAGA,10:30:00,10:30:00,0,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,2,MGS,MUGHAL SARAI,14:00:00,14:10:00,209,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,3,CNB,KANPUR CENTR,20:30:00,20:35:00,557,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,4,DSJ,DELHI-SAFDAR,04:20:00,04:45:00,997,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,5,SNP,SONIPAT,05:50:00,05:55:00,1052,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,6,PNP,PANIPAT JN.,06:35:00,06:40:00,1097,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,7,KUN,KARNAL,07:25:00,07:30:00,1131,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,8,KKDE,KURUKSHETRA,08:05:00,08:10:00,1164,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,RJPB-UMB FTR,9,UMB,AMBALA CANTT,09:30:00,09:30:00,1206,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
504,PNBE-BTI FTR,1,PNBE,PATNA JN.,09:00:00,09:00:00,0,PNBE,PATNA JN.,BTI,BATHINDA JN
504,PNBE-BTI FTR,2,MGS,MUGHAL SARAI,12:30:00,12:40:00,207,PNBE,PATNA JN.,BTI,BATHINDA JN
504,PNBE-BTI FTR,3,BTI,BATHINDA JN,10:00:00,10:00:00,1313,PNBE,PATNA JN.,BTI,BATHINDA JN
506,PNBE-PTA FTR,1,PNBE,PATNA JN.,14:15:00,14:15:00,0,PNBE,PATNA JN.,PTA,PATIALA
506,PNBE-PTA FTR,2,MGS,MUGHAL SARAI,18:10:00,18:15:00,207,PNBE,PATNA JN.,PTA,PATIALA
506,PNBE-PTA FTR,3,PTA,PATIALA,15:45:00,15:45:00,1161,PNBE,PATNA JN.,PTA,PATIALA
557,RSD-PJP BSF,1,URK,URKURA,23:30:00,23:30:00,0,URK,URKURA,PJP,PANJIPARA
557,RSD-PJP BSF,2,PJP,PANJIPARA,11:00:00,11:00:00,1301,URK,URKURA,PJP,PANJIPARA
604,PNBE-ASR FTR,1,PNBE,PATNA JN.,12:30:00,12:30:00,0,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,PNBE-ASR FTR,2,MGS,MUGHAL SARAI,16:20:00,16:30:00,207,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,PNBE-ASR FTR,3,ASR,AMRITSAR JN.,16:00:00,16:00:00,1429,PNBE,PATNA JN.,ASR,AMRITSAR JN.
1011,CSMT-NGP SF,1,CSMT,CST-MUMBAI,00:20:00,00:20:00,0,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,2,DR,DADAR,00:37:00,00:40:00,8,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,3,TNA,THANE,01:07:00,01:10:00,33,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,4,KYN,KALYAN JN,01:32:00,01:35:00,53,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,5,IGP,IGATPURI,03:40:00,03:45:00,136,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,6,NK,NASIK ROAD,04:27:00,04:30:00,187,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,7,MMR,MANMAD JN.,05:27:00,05:30:00,260,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,8,JL,JALGAON JN.,07:08:00,07:10:00,419,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,9,BSL,BHUSAVAL JN.,07:35:00,07:45:00,444,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,10,MKU,MALKAPUR,08:18:00,08:20:00,499,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,11,SEG,SHEGAON,08:58:00,09:00:00,551,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,12,AK,AKOLA JN.,09:25:00,09:28:00,588,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,13,MZR,MURTAJAPUR J,10:02:00,10:05:00,626,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,14,BD,BADNERA JN.,11:02:00,11:05:00,667,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,15,DMN,DHAMANGAON,11:41:00,11:42:00,713,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,16,PLO,PULGAON JN.,11:58:00,11:59:00,733,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,17,WR,WARDHA JN.,12:32:00,12:35:00,762,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,18,NGP,NAGPUR JN.(C,14:20:00,14:20:00,841,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1037,LTT-SWV SPL,1,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,2,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,3,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,4,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,5,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,6,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,7,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,8,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,9,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,10,SWV,SAWANTWADI R,10:30:00,10:30:00,513,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1038,SWV-LTT SPL,1,SWV,SAWANTWADI R,14:05:00,14:05:00,0,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,2,KUDL,KUDAL,14:57:00,14:59:00,20,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,3,KKW,KANKAVALI,15:28:00,15:30:00,48,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,4,RN,RATNAGIRI,17:17:00,17:22:00,160,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,5,CHI,CHIPLUN,18:20:00,18:30:00,238,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,6,KHED,KHED,18:52:00,18:54:00,268,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,7,ROHA,ROHA,21:30:00,21:35:00,371,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,8,PNVL,PANVEL,22:40:00,22:43:00,449,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,9,TNA,THANE,23:20:00,23:25:00,486,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,10,LTT,LOKMANYA TIL,00:20:00,00:20:00,503,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1045,LTT-KRMI SPL,1,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,2,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,3,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,4,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,5,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,6,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,7,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,8,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,9,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,10,THVM,THIVIM,10:34:00,10:36:00,545,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,11,KRMI,KARMALI,11:00:00,11:00:00,563,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1119,AJNI-KRMI SP,1,AJNI,AJNI,19:50:00,19:50:00,0,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,2,WR,WARDHA JN.,20:50:00,20:53:00,75,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,3,PLO,PULGAON JN.,21:15:00,21:18:00,105,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,4,DMN,DHAMANGAON,21:34:00,21:35:00,125,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,5,BD,BADNERA JN.,22:37:00,22:40:00,171,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,6,AK,AKOLA JN.,23:42:00,23:45:00,250,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,7,SEG,SHEGAON,00:13:00,00:15:00,287,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,8,MKU,MALKAPUR,00:53:00,00:55:00,339,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,9,BSL,BHUSAVAL JN.,01:50:00,02:00:00,394,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,10,JL,JALGAON JN.,02:28:00,02:30:00,418,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,11,CSN,CHALISGAON J,03:28:00,03:30:00,511,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,12,MMR,MANMAD JN.,04:28:00,04:30:00,578,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,13,NK,NASIK ROAD,05:28:00,05:30:00,651,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,14,IGP,IGATPURI,06:50:00,07:05:00,702,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,15,KYN,KALYAN JN,09:11:00,09:13:00,785,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,16,PNVL,PANVEL,10:10:00,10:15:00,820,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,17,ROHA,ROHA,12:55:00,13:00:00,897,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,18,KHED,KHED,14:10:00,14:12:00,1001,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,19,CHI,CHIPLUN,14:42:00,14:44:00,1030,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,20,RN,RATNAGIRI,16:10:00,16:15:00,1106,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,21,KKW,KANKAVALI,17:54:00,17:56:00,1230,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,22,KUDL,KUDAL,18:20:00,18:22:00,1258,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,23,THVM,THIVIM,19:34:00,19:36:00,1311,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,24,KRMI,KARMALI,20:30:00,20:30:00,1329,AJNI,AJNI,KRMI,KARMALI
1120,KRMI-AJNI SP,1,KRMI,KARMALI,21:30:00,21:30:00,0,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,2,THVM,THIVIM,21:46:00,21:48:00,17,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,3,KUDL,KUDAL,22:40:00,22:42:00,70,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,4,KKW,KANKAVALI,23:08:00,23:10:00,98,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,5,RN,RATNAGIRI,01:05:00,01:10:00,210,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,6,CHI,CHIPLUN,02:30:00,02:32:00,288,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,7,KHED,KHED,03:08:00,03:10:00,318,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,8,ROHA,ROHA,05:00:00,05:05:00,421,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,9,PNVL,PANVEL,06:20:00,06:25:00,498,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,10,KYN,KALYAN JN,07:33:00,07:35:00,533,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,11,IGP,IGATPURI,09:25:00,09:40:00,617,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,12,NK,NASIK ROAD,10:20:00,10:22:00,667,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,13,MMR,MANMAD JN.,11:15:00,11:17:00,740,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,14,CSN,CHALISGAON J,12:18:00,12:20:00,807,KRMI,KARMALI,AJNI,AJNI
